group,label,trades,retention,avg_return,median_return,win_return,pf_return,avg_excess,median_excess,win_excess,pf_excess,right_tail_20pct,right_tail_50pct,bad_loss_minus10pct,avg_ret60_signal,median_ret60_signal,mode
risk_badge,adj: risk_daily_long_ma_bear=False,44,1.0,0.21092882211885672,0.15304239894051436,0.6818181818181818,6.615097663468167,0.15869803792283477,0.0965587336914219,0.6363636363636364,4.825933942565135,0.4090909090909091,0.18181818181818182,0.18181818181818182,0.5035964043920773,0.4165500914293717,adj
risk_badge,adj: risk_daily_long_ma_bear=True,0,0.0,,,,,,,,,,,,,,adj
risk_badge,adj: risk_weekly_long_ma_bear=False,42,0.9545454545454546,0.21817685568354572,0.15304239894051436,0.6904761904761905,7.262740065202925,0.167877638534696,0.0965587336914219,0.6428571428571429,5.546925052029413,0.40476190476190477,0.19047619047619047,0.16666666666666666,0.5026556001529775,0.4165500914293717,adj
risk_badge,adj: risk_weekly_long_ma_bear=True,2,0.045454545454545456,0.05872011726038734,0.05872011726038734,0.5,1.6191627554164894,-0.03407357492625149,-0.03407357492625149,0.5,0.7516618324588168,0.5,0.0,0.5,0.5233532934131736,0.5233532934131736,adj
risk_badge,adj: risk_any_long_ma_bear=False,42,0.9545454545454546,0.21817685568354572,0.15304239894051436,0.6904761904761905,7.262740065202925,0.167877638534696,0.0965587336914219,0.6428571428571429,5.546925052029413,0.40476190476190477,0.19047619047619047,0.16666666666666666,0.5026556001529775,0.4165500914293717,adj
risk_badge,adj: risk_any_long_ma_bear=True,2,0.045454545454545456,0.05872011726038734,0.05872011726038734,0.5,1.6191627554164894,-0.03407357492625149,-0.03407357492625149,0.5,0.7516618324588168,0.5,0.0,0.5,0.5233532934131736,0.5233532934131736,adj
risk_badge,adj: risk_daily_right_shoulder=False,44,1.0,0.21092882211885672,0.15304239894051436,0.6818181818181818,6.615097663468167,0.15869803792283477,0.0965587336914219,0.6363636363636364,4.825933942565135,0.4090909090909091,0.18181818181818182,0.18181818181818182,0.5035964043920773,0.4165500914293717,adj
risk_badge,adj: risk_daily_right_shoulder=True,0,0.0,,,,,,,,,,,,,,adj
risk_badge,adj: risk_weekly_right_shoulder=False,41,0.9318181818181818,0.19274851391641584,0.1273148185991754,0.6585365853658537,5.781273702743273,0.14251937029328737,0.0742565754602193,0.6097560975609756,4.20162885210631,0.3902439024390244,0.17073170731707318,0.1951219512195122,0.48569244271503387,0.3950947972430616,adj
risk_badge,adj: risk_weekly_right_shoulder=True,3,0.06818181818181818,0.45939303421888206,0.4813793103448276,1.0,inf,0.3798064955266491,0.4384973043036904,1.0,inf,0.6666666666666666,0.3333333333333333,0.0,0.7482838806450047,0.8664122168836799,adj
risk_score,adj: risk_long_ma_score=-1,2,0.045454545454545456,0.05872011726038734,0.05872011726038734,0.5,1.6191627554164894,-0.03407357492625149,-0.03407357492625149,0.5,0.7516618324588168,0.5,0.0,0.5,0.5233532934131736,0.5233532934131736,adj
risk_score,adj: risk_long_ma_score=0,42,0.9545454545454546,0.21817685568354572,0.15304239894051436,0.6904761904761905,7.262740065202925,0.167877638534696,0.0965587336914219,0.6428571428571429,5.546925052029413,0.40476190476190477,0.19047619047619047,0.16666666666666666,0.5026556001529775,0.4165500914293717,adj
risk_badge,raw: risk_daily_long_ma_bear=False,48,1.0,0.20881695600174352,0.16943170379355516,0.7083333333333334,6.798588362441601,0.1665559510993383,0.11421754934251345,0.6875,5.542399998561711,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.5342424542164765,0.44025442027982875,raw
risk_badge,raw: risk_daily_long_ma_bear=True,0,0.0,,,,,,,,,,,,,,raw
risk_badge,raw: risk_weekly_long_ma_bear=False,45,0.9375,0.21666874287019972,0.1831831831831831,0.7111111111111111,7.335816126883298,0.1767773425996499,0.1205827130485318,0.6888888888888889,6.354722536896342,0.4222222222222222,0.17777777777777778,0.15555555555555556,0.5358379830033562,0.4080996884735202,raw
risk_badge,raw: risk_weekly_long_ma_bear=True,3,0.0625,0.09104015297490063,0.1556802244039272,0.6666666666666666,2.4399325461030172,0.013235078594664043,0.1078523856364951,0.6666666666666666,1.1446916784888117,0.3333333333333333,0.0,0.3333333333333333,0.51030952241328,0.48422198041349285,raw
risk_badge,raw: risk_any_long_ma_bear=False,45,0.9375,0.21666874287019972,0.1831831831831831,0.7111111111111111,7.335816126883298,0.1767773425996499,0.1205827130485318,0.6888888888888889,6.354722536896342,0.4222222222222222,0.17777777777777778,0.15555555555555556,0.5358379830033562,0.4080996884735202,raw
risk_badge,raw: risk_any_long_ma_bear=True,3,0.0625,0.09104015297490063,0.1556802244039272,0.6666666666666666,2.4399325461030172,0.013235078594664043,0.1078523856364951,0.6666666666666666,1.1446916784888117,0.3333333333333333,0.0,0.3333333333333333,0.51030952241328,0.48422198041349285,raw
risk_badge,raw: risk_daily_right_shoulder=False,48,1.0,0.20881695600174352,0.16943170379355516,0.7083333333333334,6.798588362441601,0.1665559510993383,0.11421754934251345,0.6875,5.542399998561711,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.5342424542164765,0.44025442027982875,raw
risk_badge,raw: risk_daily_right_shoulder=True,0,0.0,,,,,,,,,,,,,,raw
risk_badge,raw: risk_weekly_right_shoulder=False,45,0.9375,0.19211188415593008,0.1458333333333332,0.6888888888888889,6.00128987255232,0.15233924817284666,0.1044980811094051,0.6666666666666666,4.895007556660229,0.4,0.15555555555555556,0.17777777777777778,0.5199730258577574,0.39906103286384975,raw
risk_badge,raw: risk_weekly_right_shoulder=True,3,0.0625,0.4593930336889456,0.4813793103448276,1.0,inf,0.37980649499671254,0.4384973043036904,1.0,inf,0.6666666666666666,0.3333333333333333,0.0,0.7482838795972642,0.866412213740458,raw
risk_score,raw: risk_long_ma_score=-1,3,0.0625,0.09104015297490063,0.1556802244039272,0.6666666666666666,2.4399325461030172,0.013235078594664043,0.1078523856364951,0.6666666666666666,1.1446916784888117,0.3333333333333333,0.0,0.3333333333333333,0.51030952241328,0.48422198041349285,raw
risk_score,raw: risk_long_ma_score=0,45,0.9375,0.21666874287019972,0.1831831831831831,0.7111111111111111,7.335816126883298,0.1767773425996499,0.1205827130485318,0.6888888888888889,6.354722536896342,0.4222222222222222,0.17777777777777778,0.15555555555555556,0.5358379830033562,0.4080996884735202,raw
